id_global,tema_id,sub_id,nombre_subtema,resumen_subtema,top_terminos,n_palabras,n_aristas,densidad,peso_total
T47_S04,47,4,"Colonia, mejorar, calidad, morelos","Subtema T47.S04 centrado en colonia, mejorar, calidad, morelos, beneficiar, pina; conecta tambien tampiquena, pavimentacion, registrado, elias, alumbrado, bacheo.","colonia, mejorar, calidad, morelos, beneficiar, pina, tampiquena, pavimentacion, registrado, elias, alumbrado, bacheo",15,67,0.638,675.0
T47_S05,47,5,"Excelente, lic, presidentar, villareal","Subtema T47.S05 centrado en excelente, lic, presidentar, villareal, tampiquenos, felicitacion; conecta tambien licenciada, bendiciones.","excelente, lic, presidentar, villareal, tampiquenos, felicitacion, licenciada, bendiciones",8,25,0.893,427.0
T47_S06,47,6,"Servicios, limpio, publicos, ecologia","Subtema T47.S06 centrado en servicios, limpio, publicos, ecologia, funcional, procuraduria.","servicios, limpio, publicos, ecologia, funcional, procuraduria",6,11,0.733,198.0
T47_S08,47,8,"Ciudadania, brindar, beneficio, humanista","Subtema T47.S08 centrado en ciudadania, brindar, beneficio, humanista.","ciudadania, brindar, beneficio, humanista",4,6,1.0,108.0
T48_S00,48,0,"Importante, programa, club, premio","Subtema T48.S00 centrado en importante, programa, club, premio, audiencia, rodolfo; conecta tambien galardon.","importante, programa, club, premio, audiencia, rodolfo, galardon",7,15,0.714,204.0
T48_S01,48,1,"Cambiar, real, personaje, iglesia","Subtema T48.S01 centrado en cambiar, real, personaje, iglesia, periodismo, completamente; conecta tambien narcotraficante, emocionalmente, tucuman.","cambiar, real, personaje, iglesia, periodismo, completamente, narcotraficante, emocionalmente, tucuman",9,24,0.667,124.0
T48_S02,48,2,"Fiesta, popular, mira, pelo","Subtema T48.S02 centrado en fiesta, popular, mira, pelo, torta, tamal; conecta tambien rodeado, espectador, karina, desmentir, prostituta, octavo.","fiesta, popular, mira, pelo, torta, tamal, rodeado, espectador, karina, desmentir, prostituta, octavo",12,30,0.455,80.0
T48_S03,48,3,"Sinaloa, rocha, payaso, moya","Subtema T48.S03 centrado en sinaloa, rocha, payaso, moya, entiendo, pactar; conecta tambien cree, culiacan, constantemente, psicopata.","sinaloa, rocha, payaso, moya, entiendo, pactar, cree, culiacan, constantemente, psicopata",10,22,0.489,66.0
T48_S04,48,4,"Comentar, preocupar, credibilidad, abusivo","Subtema T48.S04 centrado en comentar, preocupar, credibilidad, abusivo, autentico, aplauso; conecta tambien periodistico, bye, queda, decepcion, prestigio.","comentar, preocupar, credibilidad, abusivo, autentico, aplauso, periodistico, bye, queda, decepcion, prestigio",11,31,0.564,63.0
T48_S05,48,5,"Principal, asociacion, agregar, resumen","Subtema T48.S05 centrado en principal, asociacion, agregar, resumen, planear, exteir.","principal, asociacion, agregar, resumen, planear, exteir",6,12,0.8,45.0
T48_S06,48,6,"Ricardo, desafio, simon, bolivar","Subtema T48.S06 centrado en ricardo, desafio, simon, bolivar.","ricardo, desafio, simon, bolivar",4,5,0.833,16.0
T48_S07,48,7,"Valioso, transmitir, paquete, comparti","Subtema T48.S07 centrado en valioso, transmitir, paquete, comparti.","valioso, transmitir, paquete, comparti",4,4,0.667,15.0
T48_S08,48,8,"Cantidad, positivo, mensual, abundar","Subtema T48.S08 centrado en cantidad, positivo, mensual, abundar.","cantidad, positivo, mensual, abundar",4,4,0.667,13.0
T48_S09,48,9,"Meta, incentivo, reformar, molina","Subtema T48.S09 centrado en meta, incentivo, reformar, molina, guillermina.","meta, incentivo, reformar, molina, guillermina",5,7,0.7,10.0
T49_S00,49,0,"Puro, pobre, jajaja, pendejo","Subtema T49.S00 centrado en puro, pobre, jajaja, pendejo, pinche, wey; conecta tambien risa, cabron, pedo, chingar, mamada, cuantos.","puro, pobre, jajaja, pendejo, pinche, wey, risa, cabron, pedo, chingar, mamada, cuantos",12,60,0.909,560.0
T49_S01,49,1,"Pagar, dinero, impuesto, salario","Subtema T49.S01 centrado en pagar, dinero, impuesto, salario, deuda, ejecucion.","pagar, dinero, impuesto, salario, deuda, ejecucion",6,15,1.0,293.0
T49_S02,49,2,"Robar, delincuente, carcel, rata","Subtema T49.S02 centrado en robar, delincuente, carcel, rata, robo, sonado.","robar, delincuente, carcel, rata, robo, sonado",6,14,0.933,264.0
T49_S03,49,3,"Criminal, crimen, investigar, impunidad","Subtema T49.S03 centrado en criminal, crimen, investigar, impunidad, ilegal, prision; conecta tambien cometer, humanidad, detencion, condenar.","criminal, crimen, investigar, impunidad, ilegal, prision, cometer, humanidad, detencion, condenar",10,41,0.911,220.0
T49_S04,49,4,"Gobierno, politica, amenaza, migrant","Subtema T49.S04 centrado en gobierno, politica, amenaza, migrant, operador, vigilar.","gobierno, politica, amenaza, migrant, operador, vigilar",6,11,0.733,169.0
T49_S05,49,5,"Morena, pri, mentir, oposicion","Subtema T49.S05 centrado en morena, pri, mentir, oposicion, monreal, hagan; conecta tambien dirigencia.","morena, pri, mentir, oposicion, monreal, hagan, dirigencia",7,16,0.762,156.0
T49_S06,49,6,"Ley, aplicar, honesto, norona","Subtema T49.S06 centrado en ley, aplicar, honesto, norona, senador, amparo; conecta tambien nepotismo, perjudicar, decreto, sancionar, diseno.","ley, aplicar, honesto, norona, senador, amparo, nepotismo, perjudicar, decreto, sancionar, diseno",11,31,0.564,152.0
T49_S07,49,7,"Andar, traer, california, baja","Subtema T49.S07 centrado en andar, traer, california, baja, molestar, tranza; conecta tambien fantasma, comprador.","andar, traer, california, baja, molestar, tranza, fantasma, comprador",8,23,0.821,146.0
T49_S08,49,8,"Corrupto, verguenza, bola, traidor","Subtema T49.S08 centrado en corrupto, verguenza, bola, traidor, hipocrita.","corrupto, verguenza, bola, traidor, hipocrita",5,10,1.0,135.0
T49_S09,49,9,"Ignorante, inteligencia, invadir, lastima","Subtema T49.S09 centrado en ignorante, inteligencia, invadir, lastima, estupidez, narcotrafico; conecta tambien mentiras, marchar.","ignorante, inteligencia, invadir, lastima, estupidez, narcotrafico, mentiras, marchar",8,24,0.857,77.0
T49_S10,49,10,"Porqueria, aparte, demasiado, pobreza","Subtema T49.S10 centrado en porqueria, aparte, demasiado, pobreza, argumento, ropa; conecta tambien preferencia.","porqueria, aparte, demasiado, pobreza, argumento, ropa, preferencia",7,18,0.857,41.0
T49_S11,49,11,"Etc, derecha, consecuencia, mafia","Subtema T49.S11 centrado en etc, derecha, consecuencia, mafia, simple, recipient.","etc, derecha, consecuencia, mafia, simple, recipient",6,11,0.733,38.0
T49_S12,49,12,"Matar, mencho, prestar","Subtema T49.S12 centrado en matar, mencho, prestar.","matar, mencho, prestar",3,2,0.667,20.0
T49_S13,49,13,"Estupido, nomas, pinch","Subtema T49.S13 centrado en estupido, nomas, pinch.","estupido, nomas, pinch",3,3,1.0,18.0
T49_S14,49,14,"Prianista, cerebro, danar, manipular","Subtema T49.S14 centrado en prianista, cerebro, danar, manipular, sale.","prianista, cerebro, danar, manipular, sale",5,8,0.8,18.0
T49_S15,49,15,"Corrupcion, cinico, macuspano","Subtema T49.S15 centrado en corrupcion, cinico, macuspano.","corrupcion, cinico, macuspano",3,3,1.0,16.0
T49_S16,49,16,"Acabar, mandato, constitucional","Subtema T49.S16 centrado en acabar, mandato, constitucional.","acabar, mandato, constitucional",3,3,1.0,16.0
